SPCD,species,accepted_bin
10,Abies,NA
11,Abies amabilis,Abies amabilis
12,Abies balsamea,Abies balsamea
14,Abies bracteata,Abies bracteata
15,Abies concolor,Abies concolor
16,Abies fraseri,Abies fraseri
17,Abies grandis,Abies grandis
18,Abies lasiocarpa,Abies lasiocarpa
19,Abies lasiocarpa,Abies lasiocarpa
20,Abies magnifica,Abies magnifica
21,Abies shastensis,Abies magnifica
22,Abies procera,Abies procera
40,Chamaecyparis,NA
41,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana
42,Chamaecyparis nootkatensis,Cupressus nootkatensis
43,Chamaecyparis thyoides,Chamaecyparis thyoides
50,Cupressus,NA
51,Cupressus arizonica,Cupressus arizonica
52,Cupressus bakeri,Cupressus bakeri
53,Cupressus forbesii,NA
54,Cupressus macrocarpa,Cupressus macrocarpa
55,Cupressus sargentii,Cupressus sargentii
56,Cupressus macnabiana,Cupressus macnabiana
57,Juniperus,NA
58,Juniperus pinchotii,Juniperus pinchotii
59,Juniperus coahuilensis,Juniperus coahuilensis
60,Juniperus flaccida,Juniperus flaccida
61,Juniperus ashei,Juniperus ashei
62,Juniperus californica,Juniperus californica
63,Juniperus deppeana,Juniperus deppeana
64,Juniperus occidentalis,Juniperus occidentalis
65,Juniperus osteosperma,Juniperus osteosperma
66,Juniperus scopulorum,Juniperus scopulorum
67,Juniperus virginiana,Juniperus virginiana
68,Juniperus virginiana,Juniperus virginiana
69,Juniperus monosperma,Juniperus monosperma
70,Larix,NA
71,Larix laricina,Larix laricina
72,Larix lyallii,Larix lyallii
73,Larix occidentalis,Larix occidentalis
74,Larix kaempferi,Larix kaempferi
75,Larix sibirica,Larix sibirica
81,Calocedrus decurrens,Calocedrus decurrens
90,Picea,NA
91,Picea abies,Picea abies
92,Picea breweriana,Picea breweriana
93,Picea engelmannii,Picea engelmannii
94,Picea glauca,Picea glauca
95,Picea mariana,Picea mariana
96,Picea pungens,Picea pungens
97,Picea rubens,Picea rubens
98,Picea sitchensis,Picea sitchensis
100,Pinus,NA
101,Pinus albicaulis,Pinus albicaulis
102,Pinus aristata,Pinus aristata
103,Pinus attenuata,Pinus attenuata
104,Pinus balfouriana,Pinus balfouriana
105,Pinus banksiana,Pinus banksiana
106,Pinus edulis,Pinus edulis
107,Pinus clausa,Pinus clausa
108,Pinus contorta,Pinus contorta
109,Pinus coulteri,Pinus coulteri
110,Pinus echinata,Pinus echinata
111,Pinus elliottii,Pinus elliottii
112,Pinus engelmannii,Pinus engelmannii
113,Pinus flexilis,Pinus flexilis
114,Pinus strobiformis,Pinus strobiformis
115,Pinus glabra,Pinus glabra
116,Pinus jeffreyi,Pinus jeffreyi
117,Pinus lambertiana,Pinus lambertiana
118,Pinus leiophylla,Pinus leiophylla
119,Pinus monticola,Pinus monticola
120,Pinus muricata,Pinus muricata
121,Pinus palustris,Pinus palustris
122,Pinus ponderosa,Pinus ponderosa
123,Pinus pungens,Pinus pungens
124,Pinus radiata,Pinus radiata
125,Pinus resinosa,Pinus resinosa
126,Pinus rigida,Pinus rigida
127,Pinus sabiniana,Pinus sabiniana
128,Pinus serotina,Pinus serotina
129,Pinus strobus,Pinus strobus
130,Pinus sylvestris,Pinus sylvestris
131,Pinus taeda,Pinus taeda
132,Pinus virginiana,Pinus virginiana
133,Pinus monophylla,Pinus monophylla
134,Pinus discolor,Pinus cembroides
135,Pinus arizonica,Pinus arizonica
136,Pinus nigra,Pinus nigra
137,Pinus washoensis,Pinus ponderosa
138,Pinus quadrifolia,Pinus quadrifolia
139,Pinus torreyana,Pinus torreyana
140,Pinus cembroides,Pinus cembroides
141,Pinus remota,Pinus remota
142,Pinus longaeva,Pinus longaeva
143,Pinus monophylla,Pinus monophylla
144,Pinus elliottii,Pinus elliottii
200,Pseudotsuga,NA
201,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa
202,Pseudotsuga menziesii,Pseudotsuga menziesii
211,Sequoia sempervirens,Sequoia sempervirens
212,Sequoiadendron giganteum,Sequoiadendron giganteum
220,Taxodium,NA
221,Taxodium distichum,Taxodium distichum
222,Taxodium ascendens,Taxodium distichum
223,Taxodium mucronatum,Taxodium distichum
230,Taxus,NA
231,Taxus brevifolia,Taxus brevifolia
232,Taxus floridana,Taxus floridana
240,Thuja,NA
241,Thuja occidentalis,Thuja occidentalis
242,Thuja plicata,Thuja plicata
250,Torreya,NA
251,Torreya californica,Torreya californica
252,Torreya taxifolia,Torreya taxifolia
260,Tsuga,NA
261,Tsuga canadensis,Tsuga canadensis
262,Tsuga caroliniana,Tsuga caroliniana
263,Tsuga heterophylla,Tsuga heterophylla
264,Tsuga mertensiana,Tsuga mertensiana
299,dead,NA
300,Acacia,NA
303,Acacia farnesiana,Acacia farnesiana
304,Acacia greggii,Acacia greggii
310,Acer,NA
311,Acer barbatum,Acer saccharum
312,Acer macrophyllum,Acer macrophyllum
313,Acer negundo,Acer negundo
314,Acer nigrum,Acer saccharum
315,Acer pensylvanicum,Acer pensylvanicum
316,Acer rubrum,Acer rubrum
317,Acer saccharinum,Acer saccharinum
318,Acer saccharum,Acer saccharum
319,Acer spicatum,Acer spicatum
320,Acer platanoides,Acer platanoides
321,Acer glabrum,Acer glabrum
322,Acer grandidentatum,Acer saccharum
323,Acer leucoderme,Acer saccharum
330,Aesculus,NA
331,Aesculus glabra,Aesculus glabra
332,Aesculus flava,Aesculus flava
333,Aesculus californica,Aesculus californica
334,Aesculus glabra,Aesculus glabra
336,Aesculus pavia,Aesculus pavia
337,Aesculus sylvatica,Aesculus sylvatica
341,Ailanthus altissima,Ailanthus altissima
345,Albizia julibrissin,Albizia julibrissin
350,Alnus,NA
351,Alnus rubra,Alnus rubra
352,Alnus rhombifolia,Alnus rhombifolia
353,Alnus oblongifolia,Alnus oblongifolia
355,Alnus glutinosa,Alnus glutinosa
356,Amelanchier,NA
357,Amelanchier arborea,Amelanchier arborea
358,Amelanchier sanguinea,Amelanchier sanguinea
360,Arbutus,NA
361,Arbutus menziesii,Arbutus menziesii
362,Arbutus arizonica,Arbutus arizonica
363,Arbutus xalapensis,Arbutus xalapensis
367,Asimina triloba,Asimina triloba
370,Betula,NA
371,Betula alleghaniensis,Betula alleghaniensis
372,Betula lenta,Betula lenta
373,Betula nigra,Betula nigra
374,Betula occidentalis,Betula occidentalis
375,Betula papyrifera,Betula papyrifera
376,Betula neoalaskana,Betula pendula
377,Betula uber,Betula lenta
378,Betula utahensis,NA
379,Betula populifolia,Betula populifolia
381,Sideroxylon lanuginosum,Sideroxylon lanuginosum
391,Carpinus caroliniana,Carpinus caroliniana
400,Carya,NA
401,Carya aquatica,Carya aquatica
402,Carya cordiformis,Carya cordiformis
403,Carya glabra,Carya glabra
404,Carya illinoinensis,Carya illinoinensis
405,Carya laciniosa,Carya laciniosa
406,Carya myristiciformis,Carya myristiciformis
407,Carya ovata,Carya ovata
408,Carya texana,Carya texana
409,Carya alba,Carya alba
410,Carya pallida,Carya pallida
411,Carya floridana,Carya floridana
412,Carya ovalis,Carya glabra
413,Carya carolinae-septentrionalis,Carya ovata
420,Castanea,NA
421,Castanea dentata,Castanea dentata
422,Castanea pumila,Castanea pumila
423,Castanea pumila,Castanea pumila
424,Castanea mollissima,Castanea mollissima
431,Chrysolepis chrysophylla,Chrysolepis chrysophylla
450,Catalpa,NA
451,Catalpa bignonioides,Catalpa bignonioides
452,Catalpa speciosa,Catalpa speciosa
460,Celtis,NA
461,Celtis laevigata,Celtis laevigata
462,Celtis occidentalis,Celtis occidentalis
463,Celtis laevigata,Celtis laevigata
471,Cercis canadensis,Cercis canadensis
475,Cercocarpus ledifolius,Cercocarpus ledifolius
481,Cladrastis kentukea,Cladrastis kentukea
490,Cornus,NA
491,Cornus florida,Cornus florida
492,Cornus nuttallii,Cornus nuttallii
500,Crataegus,NA
501,Crataegus crus-galli,Crataegus crus-galli
502,Crataegus mollis,Crataegus mollis
503,Crataegus brainerdii,Crataegus brainerdii
504,Crataegus calpodendron,Crataegus calpodendron
505,Crataegus chrysocarpa,Crataegus chrysocarpa
506,Crataegus dilatata,Crataegus dilatata
507,Crataegus flabellata,Crataegus flabellata
508,Crataegus monogyna,Crataegus monogyna
509,Crataegus pedicellata,Crataegus coccinea
510,Eucalyptus,NA
511,Eucalyptus globulus,Eucalyptus globulus
512,Eucalyptus camaldulensis,Eucalyptus camaldulensis
513,Eucalyptus grandis,Eucalyptus grandis
514,Eucalyptus robusta,Eucalyptus robusta
520,Diospyros,NA
521,Diospyros virginiana,Diospyros virginiana
522,Diospyros texana,Diospyros texana
523,Ehretia anacua,Ehretia anacua
531,Fagus grandifolia,Fagus grandifolia
540,Fraxinus,NA
541,Fraxinus americana,Fraxinus americana
542,Fraxinus latifolia,Fraxinus latifolia
543,Fraxinus nigra,Fraxinus nigra
544,Fraxinus pennsylvanica,Fraxinus pennsylvanica
545,Fraxinus profunda,Fraxinus profunda
546,Fraxinus quadrangulata,Fraxinus quadrangulata
547,Fraxinus velutina,Fraxinus velutina
548,Fraxinus caroliniana,Fraxinus caroliniana
549,Fraxinus texensis,Fraxinus americana
550,Gleditsia,NA
551,Gleditsia aquatica,Gleditsia aquatica
552,Gleditsia triacanthos,Gleditsia triacanthos
555,Gordonia lasianthus,Gordonia lasianthus
561,Ginkgo biloba,Ginkgo biloba
571,Gymnocladus dioicus,Gymnocladus dioica
580,Halesia,NA
581,Halesia carolina,Halesia carolina
582,Halesia diptera,Halesia diptera
583,Halesia parviflora,Halesia carolina
591,Ilex opaca,Ilex opaca
600,Juglans,NA
601,Juglans cinerea,Juglans cinerea
602,Juglans nigra,Juglans nigra
603,Juglans hindsii,Juglans hindsii
604,Juglans californica,Juglans californica
605,Juglans microcarpa,Juglans microcarpa
606,Juglans major,Juglans major
611,Liquidambar styraciflua,Liquidambar styraciflua
621,Liriodendron tulipifera,Liriodendron tulipifera
631,Lithocarpus densiflorus,Notholithocarpus densiflorus
641,Maclura pomifera,Maclura pomifera
650,Magnolia,NA
651,Magnolia acuminata,Magnolia acuminata
652,Magnolia grandiflora,Magnolia grandiflora
653,Magnolia virginiana,Magnolia virginiana
654,Magnolia macrophylla,Magnolia macrophylla
655,Magnolia fraseri,Magnolia fraseri
657,Magnolia pyramidata,Magnolia fraseri
658,Magnolia tripetala,Magnolia tripetala
660,Malus,NA
661,Malus fusca,Malus fusca
662,Malus angustifolia,Malus angustifolia
663,Malus coronaria,Malus coronaria
664,Malus ioensis,Malus ioensis
680,Morus,NA
681,Morus alba,Morus alba
682,Morus rubra,Morus rubra
683,Morus microphylla,Morus celtidifolia
684,Morus nigra,Morus nigra
690,Nyssa,NA
691,Nyssa aquatica,Nyssa aquatica
692,Nyssa ogeche,Nyssa ogeche
693,Nyssa sylvatica,Nyssa sylvatica
694,Nyssa biflora,Nyssa sylvatica
701,Ostrya virginiana,Ostrya virginiana
711,Oxydendrum arboreum,Oxydendrum arboreum
712,Paulownia tomentosa,Paulownia tomentosa
715,Maytenus palauica,Gymnosporia thompsonii
718,Osmoxylon truncatum,Osmoxylon truncatum
720,Persea,NA
721,Persea borbonia,Persea borbonia
722,Planera aquatica,Planera aquatica
729,Platanus,NA
730,Platanus racemosa,Platanus racemosa
731,Platanus occidentalis,Platanus occidentalis
732,Platanus wrightii,Platanus wrightii
740,Populus,NA
741,Populus balsamifera,Populus balsamifera
742,Populus deltoides,Populus deltoides
743,Populus grandidentata,Populus grandidentata
744,Populus heterophylla,Populus heterophylla
745,Populus deltoides,Populus deltoides
746,Populus tremuloides,Populus tremuloides
747,Populus balsamifera,Populus balsamifera
748,Populus fremontii,Populus fremontii
749,Populus angustifolia,Populus angustifolia
752,Populus alba,Populus alba
753,Populus nigra,Populus nigra
755,Prosopis,NA
756,Prosopis glandulosa,Prosopis glandulosa
757,Prosopis velutina,Prosopis velutina
758,Prosopis pubescens,Prosopis pubescens
760,Prunus,NA
761,Prunus pensylvanica,Prunus pensylvanica
762,Prunus serotina,Prunus serotina
763,Prunus virginiana,Prunus virginiana
764,Prunus persica,Prunus persica
765,Prunus nigra,Prunus nigra
766,Prunus americana,Prunus americana
768,Prunus emarginata,Prunus emarginata
769,Prunus alleghaniensis,Prunus alleghaniensis
770,Prunus angustifolia,Prunus angustifolia
771,Prunus avium,Prunus avium
772,Prunus cerasus,Prunus cerasus
773,Prunus domestica,Prunus domestica
774,Prunus mahaleb,Prunus mahaleb
800,Quercus,NA
801,Quercus agrifolia,Quercus agrifolia
802,Quercus alba,Quercus alba
803,Quercus arizonica,Quercus arizonica
804,Quercus bicolor,Quercus bicolor
805,Quercus chrysolepis,Quercus chrysolepis
806,Quercus coccinea,Quercus coccinea
807,Quercus douglasii,Quercus douglasii
808,Quercus sinuata,Quercus sinuata
809,Quercus ellipsoidalis,Quercus ellipsoidalis
810,Quercus emoryi,Quercus emoryi
811,Quercus engelmannii,Quercus engelmannii
812,Quercus falcata,Quercus falcata
813,Quercus pagoda,Quercus pagoda
814,Quercus gambelii,Quercus gambelii
815,Quercus garryana,Quercus garryana
816,Quercus ilicifolia,Quercus ilicifolia
817,Quercus imbricaria,Quercus imbricaria
818,Quercus kelloggii,Quercus kelloggii
819,Quercus laevis,Quercus laevis
820,Quercus laurifolia,Quercus laurifolia
821,Quercus lobata,Quercus lobata
822,Quercus lyrata,Quercus lyrata
823,Quercus macrocarpa,Quercus macrocarpa
824,Quercus marilandica,Quercus marilandica
825,Quercus michauxii,Quercus michauxii
826,Quercus muehlenbergii,Quercus muehlenbergii
827,Quercus nigra,Quercus nigra
828,Quercus texana,Quercus texana
829,Quercus oblongifolia,Quercus oblongifolia
830,Quercus palustris,Quercus palustris
831,Quercus phellos,Quercus phellos
832,Quercus prinus,Quercus michauxii
833,Quercus rubra,Quercus rubra
834,Quercus shumardii,Quercus shumardii
835,Quercus stellata,Quercus stellata
836,Quercus similis,Quercus similis
837,Quercus velutina,Quercus velutina
838,Quercus virginiana,Quercus virginiana
839,Quercus wislizeni,Quercus wislizeni
840,Quercus margarettiae,Quercus margarettae
841,Quercus minima,Quercus minima
842,Quercus incana,Quercus incana
843,Quercus hypoleucoides,Quercus hypoleucoides
844,Quercus oglethorpensis,Quercus oglethorpensis
845,Quercus prinoides,Quercus prinoides
846,Quercus grisea,Quercus grisea
847,Quercus rugosa,Quercus rugosa
851,Quercus graciliformis,Quercus canbyi
852,Amyris elemifera,Amyris elemifera
853,Annona glabra,Annona glabra
854,Bursera simaruba,Bursera simaruba
855,Casuarina,NA
856,Casuarina glauca,Casuarina glauca
857,Casuarina lepidophloia,Casuarina cristata
